_id,Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount
153,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,1-Salaries,1504,Regular salaries - Uniform,656900
154,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,2-Premium Pay,1573,Callback premium pay - Uniform,300
155,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,2-Premium Pay,1584,Lieutime premium pay - Civilian,600
156,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,2-Premium Pay,1574,Lieutime premium pay - Uniform,2600
157,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,2-Premium Pay,1582,Overtime premium pay - Civilian,1500
158,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,2-Premium Pay,1572,Overtime premium pay - Uniform,2300
159,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,3-Benefits,1765,CPP - Civilian,30400
160,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,3-Benefits,1764,CPP - Uniform,19000
161,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,3-Benefits,1746,EI - Civilian,10400
162,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,3-Benefits,1744,EI - Uniform,6500
163,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,3-Benefits,1776,OMERS - Civilian,123300
164,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,3-Benefits,1773,OMERS - Uniform,81500
165,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,4-Materials & Supplies,2020,Books & Magazines,700
166,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,4-Materials & Supplies,2010,Stationery and office supplies,4000
167,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,6-Services,4255,Conferences / seminars,3400
168,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,6-Services,4312,Courses / seminars,17500
169,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,6-Services,4659,Maintenance - computer,1600
170,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,2-Premium Pay,1572,Overtime premium pay - Uniform,82500
171,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,3-Benefits,1765,CPP - Civilian,19000
172,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,3-Benefits,1764,CPP - Uniform,144400
173,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,3-Benefits,1746,EI - Civilian,6500
174,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,6-Services,4760,Membership fees,12300
175,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,3-Benefits,1744,EI - Uniform,49400
176,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,6-Services,4084,Public relations / promotions,100
177,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,3-Benefits,1776,OMERS - Civilian,34000
178,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,6-Services,4970,Services & rents - general,100
179,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,3-Benefits,1773,OMERS - Uniform,668300
180,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Audit & Quality Assurance,6-Services,4811,Wireless services,400
181,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,4-Materials & Supplies,2020,Books & Magazines,800
182,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,1-Salaries,1534,Alternate rate - Civilian A,12200
183,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,4-Materials & Supplies,2999,Miscellaneous materials,300
184,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,1-Salaries,1533,Alternate rate - Uniform,14900
185,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,1-Salaries,1532,Alternate rate - Uniform Sr. Officer,400
186,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,1-Salaries,1505,Regular salaries - Civilian A,1409500
187,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,247700
188,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,1-Salaries,1504,Regular salaries - Uniform,1269300
189,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,596000
190,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,1-Salaries,1552,Shift Bonus - Civilian A,600
191,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,4-Materials & Supplies,2010,Stationery and office supplies,10400
192,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,1-Salaries,1551,Shift Bonus - Uniform,900
193,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,2-Premium Pay,1583,Callback premium pay - Civilian,1000
194,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,2-Premium Pay,1584,Lieutime premium pay - Civilian,1500
195,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,5-Equipment,3410,Computers - hardware,7100
196,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,2-Premium Pay,1574,Lieutime premium pay - Uniform,4400
197,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4230,Business travel - other expenses,200
198,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,2-Premium Pay,1582,Overtime premium pay - Civilian,1400
199,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4255,Conferences / seminars,4800
200,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,2-Premium Pay,1572,Overtime premium pay - Uniform,5000
201,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4441,Contracted services - Cable TV,900
202,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,3-Benefits,1765,CPP - Civilian,60900
203,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4815,Courier services,200
204,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,3-Benefits,1764,CPP - Uniform,49400
205,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4312,Courses / seminars,3800
206,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,3-Benefits,1746,EI - Civilian,20700
207,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4144,Investigative expenses,16000
208,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,3-Benefits,1744,EI - Uniform,16900
209,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4770,Parking expenses,200
210,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,3-Benefits,1776,OMERS - Civilian,179600
211,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4084,Public relations / promotions,700
212,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,3-Benefits,1773,OMERS - Uniform,234300
213,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4970,Services & rents - general,300
214,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,4-Materials & Supplies,2020,Books & Magazines,1500
215,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4804,Wireless devices,1400
216,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,4-Materials & Supplies,2082,Health & Safety supplies,200
217,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professional Standards,6-Services,4811,Wireless services,13800
218,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,4-Materials & Supplies,2999,Miscellaneous materials,300
219,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,1-Salaries,1534,Alternate rate - Civilian A,6300
220,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,4-Materials & Supplies,2010,Stationery and office supplies,12900
221,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,1-Salaries,1505,Regular salaries - Civilian A,285800
222,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,5-Equipment,3410,Computers - hardware,13200
223,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,1-Salaries,1504,Regular salaries - Uniform,279900
224,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,6-Services,4230,Business travel - other expenses,2000
225,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,219200
226,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Strategy Management,Strategy Management,Strategy Management,6-Services,4255,Conferences / seminars,7000
227,2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Professionalism & Accountability (Pillar,Professionalism & Accountabilit,Professionalism & Accountability,2-Premium Pay,1573,Callback premium pay - Uniform,500
